id	sentence	about_affect	about_spatial	about_topic
277	She wanted to make some sarcastic retort <head>about</head> his being so bossy , but he was already clearing away the plates , not paying the slightest scrap of attention to her , and she realised that it was this lack of attention that really annoyed her .	0	0	1
278	Draw a plan on each page to show where the colour is each month , and add comments <head>about</head> future planting .	0	0	1
279	We would like to add comments <head>about</head> its use relevant to non-anaesthetists .	0	0	1
280	Speaker A offers no contribution and speaker B adds some additional information <head>about</head> telephones .	0	0	1
281	The unprecedented admission <head>about</head> the state of the royal marriage yesterday, on the last day of their Korean tour, was what the Princess of Wales has waited since June 7 to hear.	0	0	1
282	I do not know whether admissions <head>about</head> the past are as important as agreement about the future.	0	0	1
283	"The reports were stimulated by Italian government admissions <head>about</head> the existence of a secret force, code-named "" Gladio "" , and allegations about the involvement of Gladio in right-wing extremist action."	0	0	1
284	Whatever the strength of Danny Gardiners allegations <head>about</head> drug dealing in jail , it 's clear that staff at Gloucester prison are happy that there 's no major drug problem behind the prison walls .	0	0	1
285	When interviewed by complaints department officers he made similar allegations <head>about</head> fabrication of admissions .	0	0	1
286	The allegation <head>about</head> a metal object being contained in one of the bags is new to me .	0	0	1
287	` My superiors would have dismissed Graham 's allegations <head>about</head> my past as the ramblings of a broken man .	0	0	1
288	And the same general pattern applied , in a much weaker form , to allegations <head>about</head> ITV .	0	0	1
289	The bishop 's spokesman Canon Andy Radford said : ` It must be emphasised that no charges have been brought against the bishop and the allegations <head>about</head> him are unsubstantiated .	0	0	1
290	"All the allegations <head>about</head> his membership of the Communist Party were paraded and much was made of his role in London in leading a little group known as ` The Circle "" ."	0	0	1
291	IF, AS John Major predicted, the nation was saddened by his announcement <head>about</head> the Prince and Princess of Wales's separation , then the exceptions are Diana's social set.	0	0	1
292	The announcement <head>about</head> dinner being served , Henry observed with approval, had come at just the right length of time after the sherry had been drunk.	0	0	1
293	He said he would make an announcement <head>about</head> his plans on Wednesday.	0	0	1
294	The announcements <head>about</head> Princess Margaret's divorce and Anne's break-up came only after solicitors had agreed terms.	0	0	1
295	There are lots of shirty assertions <head>about</head> independence , few actively demonstrated .	0	0	1
296	The trouble is that museum exhibitions , as traditionally arranged , do little more than offer a catalogue of seemingly-unrelated assertions <head>about</head> the subject matter .	0	0	1
297	Given this assertion <head>about</head> the sexual nature of social ties , it is incumbent upon sociologists to examine the arguments , the conceptualizations and the observations which led Freud to this position .	0	0	1
298	The assertion <head>about</head> the murder of the father setting problems for the unconscious life of all later generations has been left unexamined in anthropology and sociology .	0	0	1
299	"` People are gaining confidence in the profession to make assertions <head>about</head> the importance of values and ethical judgments . """	0	0	1
300	RECENT Tory boasts <head>about</head> the health service simply wo n't stand up to close scrutiny .	0	0	1
301	Mr Groenewald 's boast <head>about</head> hundreds of thousands of white soldiers assumes rather too blithely that ex-conscripts will rally to the cause .	0	0	1
302	He remembered telling Michael , the albino boy , about her , boasting <head>about</head> her beauty .	0	0	1
303	Sarah made no secret of her past , she even boasted <head>about</head> her many conquests and it seemed that she was leading poor Tom Parks around like a bull with a ring through its nose .	0	0	1
304	But we do n't boast <head>about</head> it .	0	0	1
305	In public they have to boast <head>about</head> the training revolution they are supposedly leading .	0	0	1
306	Yet her father was being stupid , bragging <head>about</head> the business .	0	0	1
307	"You did not brag <head>about</head> your fine friends then , Lord Montacune . """	0	0	1
308	"I do not brag <head>about</head> what we saw , but on my return I was hailed as a great navigator and found favour with the Tudor kings . """	0	0	1
309	A storm forced her boat into Dublin , where she met the deputy , Henry Cromwell , and cautioned him <head>about</head> his treatment of Quakers .	0	0	1
310	One slide about careless talk and spies immediately provoked comments <head>about</head> an episode from Dad 's Army .	0	0	1
311	Once the child has calmed down the parent can make a brief comment <head>about</head> it all being over now and then continue as if the tantrum had not occurred .	0	0	1
312	Teachers of art are more likely to write books of instruction , and in their efforts to educate their students may make comments <head>about</head> the traditions they admire and from which they hope their students will learn .	0	0	1
313	Mr Day was not at home to comment <head>about</head> his departure .	0	0	1
314	"He complained <head>about</head> Tory colleagues : ` They do n't know what it is to run out of money at the end of the week . """	0	0	1
315	Maybe the American government should note this before it complains <head>about</head> the success of Japanese business .	0	0	1
316	Throughout the late 1890s the police had been bothered by complaints <head>about</head> young boys throwing stones or spitting from the London bridges on to boats and their passengers below .	0	0	1
317	Well now , I had a complaint <head>about</head> you this morning .	0	0	1
318	Wilkinson 's third case , a rubber-moulding company , exemplifies his contention <head>about</head> the political nature of the process of establishing new patterns of work organisation .	0	0	1
319	Contentions <head>about</head> the excessive harshness of the courts to women offenders really have two aspects .	0	0	1
320	Allegations and denials <head>about</head> country hideaways , romantic recordings and Princess Di 's secret assignations fly in all directions .	1	0	0
321	After a loud exclamation <head>about</head> the electricity being back on , I was informed electricity was not needed for the phones to work .	0	0	1
322	I do not wish to gloat <head>about</head> the sad decline this season of Darlington , but I have written several letters pointing out the probable outcome relegation .	0	0	1
323	"` If one of my lecturers had been murdered , I would n't like to hear someone gloating <head>about</head> the details . """	0	0	1
324	I might even have griped <head>about</head> my existence with the Gorengs and thought wistfully of alternatives .	0	0	1
325	You gripe about your mother and I gripe <head>about</head> mine .	0	0	1
326	You gripe <head>about</head> your mother and I gripe about mine .	0	0	1
327	They grumbled <head>about</head> the hardships of the journey .	0	0	1
328	"So , in making their denials , they often make unseemly proclamations <head>about</head> their own heterosexuality , in the worst cases ( only too common ) dis themselves from ` radical feminists "" ( read lesbians ) and presenting themselves as the ones who are the reasonable moderates ."	0	0	1
329	Here evolutionary science was fully integrated with moral pronouncements <head>about</head> society 's future progress or decline .	0	0	1
330	Any pronouncement <head>about</head> educational technology needs to be scrutinized with great care to ascertain what meaning is intended -- the machines , the machines in use , or a methodology .	0	0	1
331	Behaviour is observed and measured from the outside , and propositions <head>about</head> behavioural patterns are readily testable and controllable .	0	0	1
332	It leaves the notion of understanding untouched ; Hume seems to agree that we understand propositions <head>about</head> unobserved objects , although he does argue on independent grounds that they are mostly false .	0	0	1
333	The main idea here is that existential propositions can be paraphrased in terms of propositions <head>about</head> knowledge .	0	0	1
334	If lawyers think a particular proposition <head>about</head> legislation is true by convention , they will not think they need any substantive reason for accepting it .	0	0	1
335	Your article included some gratuitous remarks <head>about</head> lifestyle and income .	0	0	1
336	"Typical of his remarks <head>about</head> Richard Baxter is : ` This is an old rogue , and hath poisoned the world with his Kidderminster doctrine he deserves to be whipped through the city . """	0	0	1
337	The funny thing was that Uncle George had made no remark <head>about</head> the length of time she 'd been away .	0	0	1
338	Eventually , directors like George Stevens and Howard Hawks retaliated by deliberately making unflattering remarks <head>about</head> Cohn .	0	0	1
339	Saidi Safari , a local Muslim trader , came forward to pay the fines but was himself arrested shortly afterwards -- possibly for making critical remarks <head>about</head> the incident .	0	0	1
340	` I remarked <head>about</head> the glass being dirty .	0	0	1
341	Clearly the auction house feels that in the light of new revelations <head>about</head> the treasure 's origins , its manner of acquisition and details of falsified export licenses , any attempt to offer it at auction would be bound to result in failure and would not redound to the auction house 's credit .	0	0	1
342	You might discover that someone else such as the bride 's mother has really interesting revelations <head>about</head> the bride .	0	0	1
343	Indeed , Greene 's latest revelations <head>about</head> his faith-non-faith appear quite knowingly hilarious .	0	0	1
344	Sniffy was reasonably pleased to see them as the Goad men had been about to wreak vengeance on him for his revelations <head>about</head> the prison release dates being changed .	0	0	1
345	Where the book scores is in its revelations <head>about</head> attitudes towards opera management and about deals that went on behind the scenes .	0	0	1
346	That was the date sensational revelations <head>about</head> her unhappy life with Charles were first published in Andrew Morton 's book Diana : Her True Story .	0	0	1
347	Clearly the auction house feels that in the light of new revelations <head>about</head> the treasure 's origins , its manner of acquisition and details of falsified export licenses , any attempt to offer it at auction would be bound to result in failure and would not redound to the auction house 's credit .	0	0	1
348	His resignation , and the subsequent revelations <head>about</head> his personal life , caused widespread shock in Ireland .	0	0	1
349	It was obvious from that answer that the Secretary of State has nothing whatsoever to say <head>about</head> steel .	0	0	1
350	I remembered all the things Mum and Dad had said <head>about</head> strangers and when a man slowed down when he saw me and said ` What 's up , dear ?	0	0	1
351	But his enthusiasm is far more apparent when he speaks <head>about</head> Christopher -- who has a non-verbal IQ of between 40 and 70 -- and their extraordinary first meeting .	0	0	1
352	He speaks <head>about</head> the archaeological finds that have been made in Cyprus 's mines -- the reed ore baskets , the wooden winches and woven ropes , the skeletons cramped in galleries less than one metre high .	0	0	1
353	He was not to know that because she never spoke <head>about</head> her feelings , she could not express them on demand .	0	0	1
354	And such a sentence need n't be confined to the characters of the Bible ; words like those ought to be part of the way that you and I speak <head>about</head> our lives .	0	0	1
355	Yesterday , speaking exclusively to TODAY , Mandy revealed how shocked she was by Wyman 's decision to speak <head>about</head> his marriage break-up .	0	0	1
356	Women were empowered to speak <head>about</head> sex , challenging the authority of the experts and drawing attention to their gendered power relations .	0	0	1
357	"You are making a statement <head>about</head> a child and it is going on the child's record. """	0	0	1
358	I suggest that the general public also regard statements <head>about</head> animal tested products with caution, as it is well known that many of these products have had extremely adverse effects on human beings.	0	0	1
359	As Feynman has said, we are asked to believe that the historian who makes a statement <head>about</head> Napoleon simply means that there are books in libraries which make assertions similar to his own.	0	0	1
360	The discussion was general ; Jenny talked <head>about</head> her flying experiences whilst Billie reminisced about the warmth of her native Southern California .	0	0	1
361	` I ca n't even talk <head>about</head> his future in the game because it 's too early to say .	0	0	1
362	David acknowledged the complexity of Peru 's problems yet he remained an optimist , becoming most heated when he talked <head>about</head> those who repeated endlessly that Peru was a poor country .	0	0	1
363	After he got home to Scotland he would write <head>about</head> Elsie , perhaps not just for the paper but for himself too .	0	0	1
364	You 're not going to write <head>about</head> this ? '	0	0	1
365	In another letter to Annette , he wrote <head>about</head> love and its problems .	0	0	1
366	Another Sussex colleague , John Harrison , erm followed this through erm for the nineteenth century , and he 's written <head>about</head> the Shakers and I 've been interested in the Muddletonians and the Ranters .	0	0	1
367	Possibly monastic writers may have been slightly less chauvinist in outlook ; the St Albans chronicler at least is less effusive <head>about</head> Agincourt , although he too notes the triumphant reception which the King received on his return ( 16 , p.111 ; 22 , p.70 ; 39 , pp.xviii , 98-9 ) .	0	0	1
368	Afterwards he was reticent <head>about</head> the ill-fortune which has plagued him .	0	0	1
369	The ex-CID officer was more reticent <head>about</head> the perks of the job , more willing to see those offers as the practice in other forces .	0	0	1
370	A PENSIVE Prince Charles ventures a wry smile yesterday , staying silent <head>about</head> his friendship with Camilla Parker Bowles .	0	0	1
371	Not all men are defensive or get upset if you raise this subject ; keeping silent <head>about</head> your concerns may put both your health and well-being at risk and wo n't help your relationship in the long term .	0	0	1
372	The Act is silent <head>about</head> the criteria for admission to membership .	0	0	1
373	But that English sources are silent <head>about</head> Hiring and trouble in the north in the 980s is not particularly significant : there is much silence in the early history of Northumbria .	0	0	1
374	He said he had remained silent <head>about</head> Mr Naqvi being held but would now speak .	0	0	1
375	Few in the finance ministry will fret <head>about</head> this .	0	0	1
376	Do n't fret <head>about</head> Jonathon , Melanie .	0	0	1
377	He stopped fretting <head>about</head> his life and about the future , about what was good or bad in it .	0	0	1
378	It ca n't help that he is fretting <head>about</head> possessions when he should be worrying about the state of his marriage .	0	0	1
379	Daniel patted his wife again and tried to reassure her , although he was worried himself <head>about</head> Billy 's wellbeing .	0	0	1
380	` Of course I still have a wife , but there 's no need for you to worry your pretty little head <head>about</head> it .	0	0	1
381	"` I 'm sure there 's no need to worry yourself <head>about</head> that , missus . """	0	0	1
382	"He worries a great deal <head>about</head> the house . """	0	0	1
383	Of course , just as sociologists and poets worry a lot <head>about</head> their actual influence , journalists may often see themselves as hacks and hackettes .	0	0	1
384	I never , ever worry <head>about</head> my age .	0	0	1
385	His mother had begun to feel very angry <head>about</head> his refusal to eat as he had started to lose weight , which worried her .	0	0	1
386	Have you ever felt so angry <head>about</head> men that you 've been moved to write a song about it ?	0	0	1
387	He was angry <head>about</head> class , hypocrisy and the establishment .	0	0	1
388	Sue gets cross <head>about</head> that .	0	0	1
389	I 'm real disappointed <head>about</head> the letter .	0	0	1
390	"I feel very angry and disappointed <head>about</head> the incident . """	0	0	1
391	He said : ` The lads are disappointed <head>about</head> the manager 's ban , but these are the sort of games you come into football for .	0	0	1
392	Irishman Mr MacSharry was so furious <head>about</head> Mr Delors ' interference that he resigned his post .	0	0	1
393	Not only was he going to be absolutely furious <head>about</head> her being in this police station , but she dreaded having to tell her cousin about it too .	0	0	1
394	Thames Valley Police are known to be furious <head>about</head> the case .	0	0	1
395	He admits to becoming irritated <head>about</head> Sinead 's continual soul-searching over her family problems .	0	0	1
396	Most of the Balkan states were irritated <head>about</head> territory .	0	0	1
397	She really was mad <head>about</head> what she 'd just found in her freezer .	0	0	1
398	I was mad <head>about</head> her being killed , mad at whoever killed her .	0	0	1
399	"` Did n't seem too pleased <head>about</head> something . """	0	0	1
400	The army had n't been too pleased <head>about</head> that little episode either .	0	0	1
401	"You 're pleased <head>about</head> his engagement -- he told me that some time ago -- and you 've as good as admitted it tonight . """	0	0	1
402	He had n't sounded very pleased <head>about</head> something -- that made two of them .	0	0	1
403	"` That creature is a charlatan , "" said Rain , sore <head>about</head> Ruby claiming extra-sensory perception of her visit to Epping Forest ."	0	0	1
404	Predictably his wife was very upset <head>about</head> his resignation .	0	0	1
405	At her Dunblane home last night , she said : ` I am very upset <head>about</head> the story .	0	0	1
406	But the majority were either dissatisfied or upset <head>about</head> a number of aspects of the way they had been treated during the assessment process .	0	0	1
407	He was upset <head>about</head> the kids .	0	0	1
408	"I 'm very upset <head>about</head> Francis more upset than I can say . """	0	0	1
409	You 've always been very close to them -- in fact , it 's one of the things I envied <head>about</head> you .	0	0	1
410	Eldorado just reflects the people who make the programmes , that 's what I hate <head>about</head> it .	0	0	1
411	` What do I like <head>about</head> her ?	0	0	1
412	She loved everything <head>about</head> this man , and when he took her she tried to stifle the cry of pain .	0	0	1
413	Weeks of legal bickering by Pakistan lawyers have left the International Cricket Council fuming <head>about</head> their inability to take firm action over the damaging saga .	0	0	1
414	With a sob , Theda flung her arms <head>about</head> his neck and buried her face in his shoulder .	0	1	0
415	It was almost as though some supernatural force possessed him , causing him to shed twenty years ; his face lost much of the sunken look of recent times , and he went about his work with such youthful vigour that a stranger might have believed there were not one but several such figures pushing trolleys <head>about</head> the corridors of Darlington Hall .	0	1	0
416	Then it abruptly disappeared , and all he could see were entrancing coloured patterns chasing each other <head>about</head> the glowing darkness like tropical fish .	0	1	0
417	"When we see pictures in the colour supps of some half-dead , prunelike Hollywood mogul escorting a twenty-year-old blonde bombshell <head>about</head> the place , we do not say , ` Oh I thought he would have gone for somebody more half-dead and prunelike . """	0	1	0
418	"He follows me <head>about</head> all day . """	0	1	0
419	'T is the fly buzzing <head>about</head> the blaze till its wings are scorched .	0	1	0
420	I listened to the flies buzzing <head>about</head> me and the murmur of the bees in the clover as they tumbled at our feet .	0	1	0
421	You may have seen small single engine aircraft buzzing <head>about</head> the skies on warm sunny mornings .	0	1	0
422	Some days , when it 's damp , he has to use the stick inside , too , and I can hear him clacking <head>about</head> the uncarpeted rooms and corridors of the house ; a hollow noise , going from place to place .	0	1	0
423	He raised his wings and clattered <head>about</head> his cage , dashing his talons and beak against the bars and wire mesh to make as much noise as possible .	0	1	0
424	When she had chosen the least remarkable and staggered downstairs in a pair of high-heeled purple boots the others got their revenge by wheezing <head>about</head> the room in hysterics once more .	0	1	0
425	Inwardly seething , she did as she was told , carefully tucking her dressing-gown <head>about</head> her legs .	0	1	0
426	Louisa put down the book , crossed to the bed and wrapped an arm <head>about</head> Emilia 's shoulders .	0	1	0
427	The others are always barging <head>about</head> the kitchen and the living-room .	0	1	0
428	I gave you yesterday the analogy of the home , and now we can imagine Mary bustling <head>about</head> the home with water for washing , for cooking and for cleaning .	0	1	0
429	Schramm tried to imagine what it was like , clambering <head>about</head> the Jebel , searching for something that might not exist , in a very black night , with a lethal enemy somewhere in the darkness .	0	1	0
430	Her hair looked wonderful as she darted <head>about</head> the stage and she was at her best in the gypsy dance .	0	1	0
431	Snow bunting were flitting <head>about</head> the lochan on the walk over to Sgurr a'Mhuilinn .	0	1	0
432	Hector , for once restricted to the floor , gave a yelp of greeting and came to frolic <head>about</head> Theda 's feet .	0	1	0
433	` But I came to realise that it 's all very well gambolling <head>about</head> the countryside feeling at one with nature , but people do n't change completely .	0	1	0
434	Hector , who had been gambolling <head>about</head> the porch , slunk in behind her , depressed by the angry voices .	0	1	0
435	Later , crippled by paralysis , he could only hobble <head>about</head> the streets , before being confined to his room in Brighton .	0	1	0
436	How could it be otherwise , when I have an almost tame squirrel that happily hops <head>about</head> the borders when I 'm feeding or digging ?	0	1	0
437	Extroverted , quick and full of enthusiasm , she hopped <head>about</head> the carpet without a word of greeting to anyone .	0	1	0
438	He hopped <head>about</head> the grass , gnawing one piece after another , eating the green tops along with the slices .	0	1	0
439	"` Well , not march <head>about</head> the country with petitions , like those wretched Blanketeers , at all events . """	0	1	0
440	He got to his feet and paced restlessly <head>about</head> the room , then crouched down before her chair .	0	1	0
441	Suddenly the penny dropped , and Meredith knew why he 'd been prowling <head>about</head> the airport like an angry lion .	0	1	0
442	I could do no more than prowl <head>about</head> him .	0	1	0
443	Julia , not wanting to have to think of Anthony any longer , got out of her chair and prowled <head>about</head> the big dark kitchen .	0	1	0
444	She prowled nervously <head>about</head> the flat and poured another whisky .	0	1	0
445	Mr Shepherd appeared in my office with my son -- said he 'd found him roaming <head>about</head> the factory .	0	1	0
446	Exhausted but high on adrenalin , he would roam <head>about</head> the house unable to sleep .	0	1	0
447	Interpretive dancers rushed <head>about</head> the chamber , waving their arms and trying to keep the fruit piled on their headdresses from coming loose .	0	1	0
448	Grimsdale 's eldest daughter cleaned the room briefly with a broom and the rest of the children scurried <head>about</head> the house .	0	1	0
449	Fishing cobles were scurrying <head>about</head> the Sound like water beetles , black dots on the deep blue .	0	1	0
450	It must be the influence of Jekyll and Hyde , which has been strong since John Barrymore grew long teeth and took to scuttling <head>about</head> dark expressionist streets , bashing and killing .	0	1	0
451	He seemed bewildered , shuffled <head>about</head> his room yawning and stretching , and only after several minutes of this focused on Wilson at all .	0	1	0
452	They skipped <head>about</head> my feet , a flock of lambs	0	1	0
453	Arriving at the studio at eight o'clock one morning , Boulting saw Finch staggering <head>about</head> the set drunk .	0	1	0
454	He strode <head>about</head> the drawing room restlessly , occasionally hitting the back of a chair with his hand , and she saw how pent-up were his energies .	0	1	0
455	He strutted <head>about</head> the office on his flat feet and smiled too much .	0	1	0
456	He unlatched his web again and swam <head>about</head> the cockpit , fielding flotsam .	0	1	0
457	Her eyes had rarely left his face , although he was now tramping <head>about</head> the room , gesticulating as he talked .	0	1	0
458	Each protozoon makes a biassed random walk <head>about</head> the screen .	0	1	0
459	Most of them went through the ritual of gazing <head>about</head> them with curious eyes in search of a familiar face among the crowds .	0	1	0
460	He cast a glance <head>about</head> him , noting the half-empty spaces of the undercroft , and the faint gleam of light from above-stairs .	0	1	0
461	He glanced nervously <head>about</head> him but it was 2. a.m. and Dobson and the other yobs had long gone .	0	1	0
462	Tuppe glanced <head>about</head> the place .	0	1	0
463	She watched him for several moments , then looked <head>about</head> the large dining-room , trying to fathom the reason for his actions .	0	1	0
464	"` Where are we ? "" he asked , peering <head>about</head> him ."	0	1	0
465	Similarly farmers are more prepared to be indulgent <head>about</head> their employees ' working hours as long as the necessary tasks are carried out efficiently .	0	0	1
466	The club was liberal <head>about</head> that sort of thing in the old days apparently .	0	0	1
467	Hence there will be an intra-organizational battle <head>about</head> the case for that particular innovation .	0	0	1
468	` Well , we had a fight <head>about</head> something .	0	0	1
469	In spite of the recent spat <head>about</head> Government taking a slice off the hill and upland ewe subsidies , farming is an industry deeply indebted to Government .	0	0	1
470	The yew had been grown by John Combes in the early 1700s when this house was built , and there had been an altercation about it ; there had also been an altercation <head>about</head> the building .	0	0	1
471	It is in this arena that some of the fiercest intellectual fighting <head>about</head> art is taking place , though the contests range wider than the visual arts to politics and economics .	0	0	1
472	She resigned finally from the co-operative over a minor political skirmish <head>about</head> which rooms in the shop would be open to men .	0	0	1
473	"` Let 's not fight <head>about</head> a few hours . """	0	0	1
474	Work in the Prince 's office at Buckingham Palace came to a halt when Diana confronted her husband-to-be <head>about</head> his proposed gift .	0	0	1
475	Angry at being put at such a disadvantage , Shaughnessy twice confronted Aviv <head>about</head> the leak , and twice Aviv denied having had anything to do it .	0	0	1
476	She backed me up when there was the great family war <head>about</head> my future .	0	0	1
477	She wore her dark hair in plaits <head>about</head> her head .	0	1	0
478	"I 'll have to try to forget <head>about</head> Anne and get on with life -- but it will be hard . """	0	0	1
479	"` I will , "" she promised , and promptly forgot <head>about</head> it until Sarah said during the week , ` That girl Ella that you know , Anne ."	0	0	1
480	Lucy wished her father would forget <head>about</head> the whole matter and leave it to the police .	0	0	1
481	The third party is now commonly known as an expert , usually because he has been chosen for his expertise <head>about</head> the issue between the parties .	0	0	1
482	This means you can be quite certain <head>about</head> total success , relative success and failure and , therefore , be in a better position to learn from experience .	0	0	1
483	The French , having been victims of German occupation , were much less certain <head>about</head> this policy .	0	0	1
484	Akitt was uncertain <head>about</head> the timing of the recovery .	0	0	1
485	Management 's need for accountability is not satisfied and doctors are uncertain <head>about</head> the balance between their clinical and managerial roles .	0	0	1
486	"` I am uncertain <head>about</head> my future as at the moment it seems we do n't have a manager . """	0	0	1
487	The smooth style of Bryan Gould and the calm air of managerial competence conveyed by John Smith are deemed essential to make southern voters feel confident <head>about</head> the new Labour Party .	0	0	1
488	I 'm much more confident <head>about</head> my ability and I have learned a lot .	0	0	1
489	"I feel quite confident <head>about</head> the future . """	0	0	1
490	` I remain confident <head>about</head> my ability to do the business at Premier League level , and suddenly I 've got the chance to prove this self-belief is not misplaced .	0	0	1
491	And this means that they are more confident <head>about</head> their work and really feel they are making progress .	0	0	1
492	Now I feel very confident <head>about</head> life .	0	0	1
493	Miller was confident <head>about</head> his coaching abilities but lacked the management skills needed to run a Premier club .	0	0	1
494	I am not sure <head>about</head> the precise details , but I do believe than when Great-Grandfather Tallentire became old and decided to retire he refused to allow his sons to carry on the licence .	0	0	1
495	"` Yes , I 'm not sure <head>about</head> abortion . """	0	0	1
496	This did n't give the guy a lot of confidence <head>about</head> his bet , but I do n't think the thought of losing had entered Peter 's head .	0	0	1
497	The Australian 's withdrawal from a three year contract immediately shifted a considerable burden back onto Jarvis , but the former England seamer is not lacking in confidence <head>about</head> his prospects .	0	0	1
498	Fratter 's ( 1989 ) study indicates that provided practitioners are convinced <head>about</head> the importance of contact , adoptive families may not be too difficult to find .	0	0	1
499	"` If we did not feel 100 per cent positive <head>about</head> our ability to fly the plane safely , we would not put it in the air . """	0	0	1
500	Nor could she have said what made her so positive <head>about</head> this assumption that had become a fixture in her head -- unless it was the fact of Silas 's previous near engagement to Doreen .	0	0	1
501	I was indeed rather dubious <head>about</head> the whole idea , but we had n't been getting very far and there seemed to be no harm in just finding out some more about it .	0	0	1
502	It is certainly good for me physically , though I am a little dubious <head>about</head> its ultimate good .	0	0	1
503	He was also dubious <head>about</head> the interview ; he tried to persuade me to settle for interviewing Ortega 's brother , Humberto .	0	0	1
504	He felt no such certainty <head>about</head> Russia .	0	0	1
505	"` I 'm sure Daddy was far from delighted to see a bottle of whiskey drank in the house , "" Rose was doubtful <head>about</head> the whole idea ."	0	0	1
506	"I am doubtful <head>about</head> the validity of ` torturing the evidence "" : surely , if you torture someone the usual result is that he will speak the truth ."	0	0	1
507	Corman , who was both producer and director of The Trip , was unsure <head>about</head> Nicholson 's script .	0	0	1
508	They were still unsure <head>about</head> what to put on the B-side , and only made a final decision as they travelled to the recording studio on the bus .	0	0	1
509	If you are unsure <head>about</head> the adequacy of your daily diet , look at the list of symptoms below .	0	0	1
510	Two surveys whose findings are published today show that many voters are unsure <head>about</head> some main planks of Government policy .	0	0	1
511	Only periodically does Mr Tebbit seem to have looked to Powell as a politician who could express some of his gnawing doubts <head>about</head> the Heath government .	0	0	1
512	"The ANC 's elliptical denial that it was ` organisationally implicated "" has done little to calm white people 's doubts <head>about</head> its commitment to the rule of law ."	0	0	1
513	It may be recalled that Lanfranc 's doubt <head>about</head> the sanctity of Elphege arose from lack of information about the circumstances of his death .	0	0	1
514	There 's no doubt <head>about</head> it , curtains that hang beautifully give an elegant finish to a room .	0	0	1
515	Enid had sneaked into Maud 's room for a quick conference <head>about</head> Mildred .	0	0	1
516	While I admire the saddle-stitching on the suitcase , Karl has moved on to a conference <head>about</head> the length of Gisela 's fringe .	0	0	1
517	There is a conference <head>about</head> the collar , then the jacket disappears to reappear worn by Gisela , teamed with white cotton drill cycling shorts .	0	0	1
518	Pushing himself with indolent grace away from the door , Rourke came into the room and began to rummage <head>about</head> the shelves beneath the counter .	0	1	0
519	After less than a half-hour of sitting alone he would grow restless , scatter his books untidily <head>about</head> the table and disappear outside .	0	1	0
520	It is then rotated 90 degrees clockwise <head>about</head> its lowest corner .	0	1	0
521	The second rectangle is first imagined as superimposed on the first then moved vertically downwards 1 cm and rotated 45 degrees clockwise <head>about</head> its own top left corner .	0	1	0
522	They also contacted Port Vale <head>about</head> Keith Houchen , but the Midlands club were only interested in a part-exchange deal .	0	0	1
523	"` So he still has n't contacted Bailey <head>about</head> the hit ? """	0	0	1
524	Mr. S. contacted the warehouseman <head>about</head> what had happened .	0	0	1
525	` Someone called <head>about</head> this the other day .	0	0	1
526	We filled in the acceptance form and phoned the school <head>about</head> a visit .	0	0	1
527	She 'd been close to panicking when Jeff had phoned her <head>about</head> the Sardinia stint .	0	0	1
528	"` My colleague in America phoned yesterday evening <head>about</head> your book . """	0	0	1
529	"On top of it all , just at that moment the cleaners phoned <head>about</head> the carpets -- they were going to come in and steam-clean them while the Professor was away -- and while I was speaking to them I saw Dandy go into the study- """	0	0	1
530	I 'm phoning <head>about</head> our dinner on the twelfth of November ; I want to discuss the seating arrangements .	0	0	1
531	"I 'll get our contracts department to ring you <head>about</head> a fee """	0	0	1
532	The Yorkshire Television switchboard in Leeds with its myriad lines had been jammed all day with calls <head>about</head> Hannah .	0	0	1
533	Thank you for your calls <head>about</head> what 's up there in my loft .	0	0	1
534	Compare that to one day recently when there were more than seventy calls <head>about</head> a schedule change .	0	0	1
535	"` The usual catch : did you lie <head>about</head> your criminal record ? """	1	0	0
536	It is not that he lies <head>about</head> them , rather that only a patient and omnivorous prospector would have found the particular treasures which he quotes .	1	0	0
537	"` There are n't any lies <head>about</head> Mudhoney -- except for the shit we make up ourselves . """	1	0	0
538	It can only be a reliance on public ignorance that can allow the Foreign Secretary , Douglas Hurd , and other Tories , to spread lies <head>about</head> the social chapter of the Maastricht treaty .	1	0	0
539	` I was just kidding <head>about</head> that .	0	0	1
540	And no , I 'm not kidding <head>about</head> the name .	0	0	1
541	It may be relevant for the Industrial Tribunal to investigate whether at the time he was dismissed and if not then when thereafter , he knew that he had the right to complain that he had been unfairly dismissed ; in some cases the Tribunal may have to consider whether there has been any misrepresentation <head>about</head> any relevant matter by the employer to the employee .	1	0	0
542	Books showered <head>about</head> him .	0	1	0
543	A ballad <head>about</head> a soldier returning from war and being wooed by the king 's daughter .	0	0	1
544	His essay <head>about</head> his experience of torture was published in a French journal and an anthology of prison writings in 1986 .	0	0	1
545	She won her place after impressing the charity with an essay <head>about</head> herself and how she could benefit others .	0	0	1
546	Just before his own death Asimov completed Forward the Foundation , a new novel <head>about</head> Seldon 's last years .	0	0	1
547	Oscar-winner John Ford 's magnificent film of John Steinbeck 's classic novel <head>about</head> the gruelling journey of a family forced to leave their drought-stricken Oklahoma farm during the Depression and travel overland to California in search of work .	0	0	1
548	BOGDANOVICH WAS advised by Orson Welles to use monochrome to make this picture , an adaptation of Larry McMurtry 's novel <head>about</head> a fading Texas town in the early '50s .	0	0	1
549	There were rows and rows of cheaply printed books of weird poetry <head>about</head> erotic fantasies all of which had close links with LSD	0	0	1
